 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27107310.000000	27667.371000	10914.141697	0.000000	852.768360	838.979773	-0.802623	-1.138086	12.116407	-14.520465	12.142962	14.564997	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758086	8.069667	-0.047234	-0.358702	2.806210	-0.036730	-0.008013	3.472716	-4.713170	0.583300	-0.009420	-0.090714	-0.237844	-0.865609	-0.053764
27107320.000000	27667.381000	10914.151747	0.000000	850.168877	825.992455	-0.516276	-0.640688	11.981142	-14.922203	11.992261	14.935951	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758246	8.069715	-0.044516	-0.360916	2.805899	-0.035116	-0.008868	3.471182	-4.713170	0.583300	-0.009420	-0.090842	-0.236405	-0.865681	-0.052972
27107330.000000	27667.391000	10914.161764	0.000000	850.296614	825.992455	-0.258138	-0.844003	12.153111	-14.759802	12.155852	14.783914	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758054	8.069755	-0.045627	-0.360021	2.806074	-0.033661	-0.007781	3.470039	-4.713170	0.583300	-0.009420	-0.090362	-0.237037	-0.865896	-0.055786
27107340.000000	27667.401000	10914.172036	0.000000	849.858071	825.992455	-0.452407	-0.833755	12.111345	-14.843815	12.119791	14.867212	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758254	8.069643	-0.045571	-0.360484	2.805915	-0.034756	-0.008045	3.472013	-4.713170	0.583300	-0.009420	-0.091513	-0.238380	-0.865928	-0.054443
27107350.000000	27667.411000	10914.181850	0.000000	849.380126	825.992455	-0.361571	-0.669968	12.228891	-14.794641	12.234235	14.809803	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758150	8.069779	-0.044676	-0.360213	2.803557	-0.034244	-0.007302	3.472661	-4.713170	0.583300	-0.009420	-0.090890	-0.237237	-0.866432	-0.053660
27107360.000000	27667.421000	10914.191793	0.000000	845.796180	842.530447	-0.460923	-0.573344	12.685311	-14.793190	12.693682	14.804296	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758222	8.069891	-0.044148	-0.360205	2.805755	-0.034804	-0.004417	3.473796	-4.713170	0.583300	-0.009420	-0.091481	-0.237916	-0.866144	-0.055434
27107370.000000	27667.431000	10914.201749	0.000000	849.680710	842.530447	-0.275170	-1.094166	12.164343	-14.817867	12.167455	14.858210	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758158	8.069739	-0.046994	-0.360341	2.803868	-0.033757	-0.007710	3.473875	-4.713170	0.583300	-0.009420	-0.090514	-0.236989	-0.865960	-0.055674
27107380.000000	27667.441000	10914.211836	0.000000	850.297185	842.530447	-0.280847	-1.145406	11.936845	-14.946881	11.940148	14.990704	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758333	8.069779	-0.047274	-0.361052	2.805467	-0.033789	-0.009148	3.475394	-4.713170	0.583300	-0.009420	-0.090562	-0.237852	-0.865641	-0.053444
27107390.000000	27667.451000	10914.221767	0.000000	848.874997	825.678372	-0.711964	-0.691929	12.442625	-14.665446	12.462977	14.681760	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758246	8.069771	-0.044796	-0.359501	2.803317	-0.036219	-0.005951	3.469176	-4.713170	0.583300	-0.009420	-0.091393	-0.237117	-0.865657	-0.054003
27107400.000000	27667.461000	10914.231790	0.000000	850.086291	825.678372	-0.480793	-0.884995	12.020219	-14.897525	12.029831	14.923789	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758078	8.069731	-0.045851	-0.360780	2.804388	-0.034916	-0.008621	3.473835	-4.713170	0.583300	-0.009420	-0.091609	-0.238739	-0.865745	-0.055650
27107410.000000	27667.471000	10914.241760	0.000000	846.922724	825.678372	-0.090836	-0.427125	12.435031	-14.885912	12.435363	14.892039	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069739	-0.043349	-0.360716	2.808384	-0.032718	-0.005999	3.472109	-4.713170	0.583300	-0.009420	-0.090722	-0.237085	-0.865513	-0.054763
27107420.000000	27667.481000	10914.251695	0.000000	848.627196	825.678372	-0.409827	-1.483227	12.251672	-14.858332	12.258525	14.932179	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758230	8.069731	-0.049120	-0.360564	2.804748	-0.034516	-0.007158	3.473532	-4.713170	0.583300	-0.009420	-0.091817	-0.237476	-0.865617	-0.053979
27107430.000000	27667.491000	10914.261767	0.000000	850.341179	841.781086	-0.606935	-0.471046	12.246609	-14.674156	12.261640	14.681714	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757974	8.069507	-0.043589	-0.359549	2.802654	-0.035627	-0.007190	3.471110	-4.713170	0.583300	-0.009420	-0.090242	-0.236933	-0.866128	-0.055970
27107440.000000	27667.501000	10914.271785	0.000000	848.137199	841.781086	-0.517518	-0.820579	12.316219	-14.855428	12.327087	14.878074	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758166	8.069707	-0.045499	-0.360548	2.803493	-0.035123	-0.006750	3.472956	-4.713170	0.583300	-0.009420	-0.091441	-0.238180	-0.866088	-0.054043
27107450.000000	27667.511000	10914.281785	0.000000	848.363175	841.781086	-0.475116	-0.800082	12.153111	-14.971559	12.162394	14.992922	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069715	-0.045387	-0.361188	2.805035	-0.034884	-0.007781	3.472037	-4.713170	0.583300	-0.009420	-0.090858	-0.237988	-0.865721	-0.054211
27107460.000000	27667.521000	10914.291740	0.000000	850.843056	841.781086	-0.740173	-0.592376	12.154376	-14.698834	12.176893	14.710766	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758158	8.069787	-0.044252	-0.359685	2.803477	-0.036378	-0.007773	3.474035	-4.713170	0.583300	-0.009420	-0.091297	-0.237732	-0.865441	-0.055410
27107470.000000	27667.531000	10914.301780	0.000000	851.633623	841.781086	-0.171560	-0.883531	12.008828	-14.738028	12.010054	14.764487	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757998	8.069675	-0.045843	-0.359901	2.806866	-0.033173	-0.008693	3.474483	-4.713170	0.583300	-0.009420	-0.089779	-0.236861	-0.865617	-0.055226
27107480.000000	27667.541000	10914.311655	0.000000	855.073260	839.491774	-0.448149	-1.016573	11.953298	-14.408871	11.961696	14.444687	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758158	8.069763	-0.046570	-0.358087	2.803645	-0.034732	-0.009044	3.473316	-4.713170	0.583300	-0.009420	-0.091170	-0.238356	-0.865377	-0.053931
27107490.000000	27667.551000	10914.321780	0.000000	851.415826	839.491774	-0.143173	-0.244307	12.012625	-14.758351	12.013478	14.760373	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757942	8.069747	-0.042350	-0.360013	2.806626	-0.033013	-0.008669	3.470902	-4.713170	0.583300	-0.009420	-0.089531	-0.236621	-0.865329	-0.055298
27107500.000000	27667.562000	10914.331735	0.000000	851.280238	839.491774	-0.761463	-1.149798	12.201047	-14.610466	12.224785	14.655639	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758405	8.069715	-0.047298	-0.359198	2.805123	-0.036498	-0.007478	3.471190	-4.713170	0.583300	-0.009420	-0.091034	-0.238012	-0.865313	-0.054971
27107510.000000	27667.572000	10914.341799	0.000000	852.210799	839.491774	-0.133238	-0.452014	12.002500	-14.679963	12.003239	14.686920	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758166	8.069763	-0.043485	-0.359581	2.805883	-0.032957	-0.008733	3.467577	-4.713170	0.583300	-0.009420	-0.090658	-0.237269	-0.866136	-0.053923
27107520.000000	27667.582000	10914.351809	0.000000	851.546465	843.512982	-0.774236	-1.178895	12.073376	-14.691576	12.098175	14.738799	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758134	8.069667	-0.047457	-0.359645	2.806146	-0.036570	-0.008285	3.470998	-4.713170	0.583300	-0.009420	-0.090858	-0.238364	-0.865745	-0.054795
27107530.000000	27667.592000	10914.361759	0.000000	852.736153	843.512982	-0.105029	-0.971189	12.020219	-14.607563	12.020678	14.639812	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757958	8.069547	-0.046322	-0.359182	2.803117	-0.032798	-0.008621	3.472876	-4.713170	0.583300	-0.009420	-0.091162	-0.237109	-0.865896	-0.055546
27107540.000000	27667.602000	10914.371814	0.000000	852.577328	843.512982	-0.146012	-0.963869	11.907735	-14.722060	11.908631	14.753579	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758246	8.069659	-0.046282	-0.359813	2.803589	-0.033029	-0.009332	3.473372	-4.713170	0.583300	-0.009420	-0.091321	-0.238683	-0.865832	-0.053995
27107550.000000	27667.612000	10914.384344	0.000000	853.991957	843.512982	-0.070966	-1.197928	12.027813	-14.463851	12.028022	14.513374	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758190	8.069771	-0.047561	-0.358390	2.804604	-0.032606	-0.008573	3.473220	-4.713170	0.583300	-0.009420	-0.090554	-0.237189	-0.865784	-0.054347
27107560.000000	27667.622000	10914.391819	0.000000	852.618070	847.703978	-0.506341	-1.073670	11.898876	-14.724963	11.909644	14.764054	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069723	-0.046882	-0.359829	2.805299	-0.035060	-0.009388	3.475610	-4.713170	0.583300	-0.009420	-0.091497	-0.238835	-0.866008	-0.055386
27107570.000000	27667.632000	10914.401801	0.000000	850.771588	847.703978	-0.574290	-0.918667	12.208640	-14.659640	12.222140	14.688396	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758134	8.069555	-0.046035	-0.359469	2.805619	-0.035443	-0.007430	3.473819	-4.713170	0.583300	-0.009420	-0.090898	-0.237301	-0.865585	-0.054403
27107580.000000	27667.642000	10914.411830	0.000000	855.385869	847.703978	-0.937280	-0.542782	12.041735	-14.298547	12.078157	14.308846	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757990	8.069675	-0.043981	-0.357479	2.805859	-0.037489	-0.008485	3.475850	-4.713170	0.583300	-0.009420	-0.091665	-0.238420	-0.865529	-0.054867
27107590.000000	27667.652000	10914.421809	0.000000	849.822479	847.703978	-0.658030	-0.669968	12.144251	-14.819319	12.162066	14.834456	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758182	8.069747	-0.044676	-0.360349	2.804028	-0.035915	-0.007837	3.475994	-4.713170	0.583300	-0.009420	-0.090730	-0.237580	-0.865529	-0.056513
27107600.000000	27667.662000	10914.431833	0.000000	851.422536	842.482928	-0.165882	-1.178895	12.340108	-14.475464	12.341223	14.523390	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758301	8.069803	-0.047457	-0.358454	2.805131	-0.033141	-0.006599	3.470095	-4.713170	0.583300	-0.009420	-0.091154	-0.238012	-0.865816	-0.054771
27107610.000000	27667.672000	10914.441880	0.000000	852.864176	842.482928	-0.245364	-0.664112	12.030344	-14.584337	12.032846	14.599449	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757846	8.069675	-0.044644	-0.359054	2.803733	-0.033589	-0.008557	3.470471	-4.713170	0.583300	-0.009420	-0.090338	-0.236581	-0.865193	-0.054363
27107620.000000	27667.682000	10914.451818	0.000000	851.075871	842.482928	-0.595580	-0.883531	11.886220	-14.904784	11.901132	14.930948	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758246	8.069699	-0.045843	-0.360820	2.804284	-0.035563	-0.009468	3.474891	-4.713170	0.583300	-0.009420	-0.091433	-0.237956	-0.865920	-0.055418
27107630.000000	27667.692000	10914.461898	0.000000	853.364074	838.921672	-0.596999	-0.923059	12.024016	-14.534981	12.038827	14.564262	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758174	8.069787	-0.046059	-0.358782	2.805123	-0.035571	-0.008597	3.474611	-4.713170	0.583300	-0.009420	-0.090378	-0.237245	-0.866264	-0.053884
27107640.000000	27667.702000	10914.471844	0.000000	852.724891	838.921672	-0.347377	-0.667040	12.217500	-14.437903	12.222437	14.453304	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757998	8.069667	-0.044660	-0.358247	2.804923	-0.034164	-0.007374	3.470271	-4.713170	0.583300	-0.009420	-0.090610	-0.238044	-0.866608	-0.054115
27107650.000000	27667.712000	10914.481865	0.000000	851.866640	838.921672	-0.123480	-0.740241	11.905204	-14.801899	11.905845	14.820398	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758142	8.069779	-0.045060	-0.360253	2.804628	-0.032902	-0.009348	3.474259	-4.713170	0.583300	-0.009420	-0.090514	-0.237468	-0.865489	-0.054835
27107660.000000	27667.722000	10914.491993	0.000000	855.191150	838.921672	-0.561517	-0.842539	11.993640	-14.360967	12.006778	14.385661	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758126	8.069715	-0.045619	-0.357823	2.804356	-0.035371	-0.008789	3.471054	-4.713170	0.583300	-0.009420	-0.090938	-0.237157	-0.865617	-0.054619
27107670.000000	27667.732000	10914.501920	0.000000	852.989427	829.222479	-0.090836	-0.981437	11.892548	-14.690124	11.892895	14.722872	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757838	8.069635	-0.046378	-0.359637	2.804324	-0.032718	-0.009428	3.474315	-4.713170	0.583300	-0.009420	-0.090546	-0.236853	-0.865792	-0.053388
27107680.000000	27667.742000	10914.511826	0.000000	852.297487	829.222479	-0.596999	-1.149798	12.067047	-14.614821	12.081806	14.659980	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758190	8.069771	-0.047298	-0.359222	2.804268	-0.035571	-0.008325	3.471110	-4.713170	0.583300	-0.009420	-0.090370	-0.237836	-0.865201	-0.054435
27107690.000000	27667.752000	10914.521889	0.000000	853.201693	829.222479	-0.602677	-0.915739	12.217500	-14.385645	12.232356	14.414762	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758022	8.069747	-0.046019	-0.357959	2.807185	-0.035603	-0.007374	3.472669	-4.713170	0.583300	-0.009420	-0.090338	-0.237061	-0.866008	-0.054443
27107700.000000	27667.762000	10914.531811	0.000000	852.829956	829.222479	-0.323249	-0.857179	12.083501	-14.542239	12.087824	14.567480	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758182	8.069723	-0.045699	-0.358822	2.803765	-0.034028	-0.008221	3.472349	-4.713170	0.583300	-0.009420	-0.091234	-0.238140	-0.865713	-0.054195
27107710.000000	27667.772000	10914.541818	0.000000	853.081771	829.222479	-0.526034	-1.262344	12.031610	-14.559659	12.043103	14.614280	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758086	8.069579	-0.047913	-0.358918	2.806338	-0.035171	-0.008549	3.472293	-4.713170	0.583300	-0.009420	-0.090546	-0.236877	-0.866128	-0.053931
27107720.000000	27667.782000	10914.551863	0.000000	852.699265	843.152411	-0.327507	-0.826435	12.022750	-14.609014	12.027210	14.632371	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758341	8.069739	-0.045531	-0.359190	2.804868	-0.034052	-0.008605	3.473875	-4.713170	0.583300	-0.009420	-0.092017	-0.238436	-0.865569	-0.055874
27107730.000000	27667.792000	10914.561939	0.000000	852.282131	843.152411	-0.387118	-0.921595	11.938111	-14.727866	11.944386	14.756673	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758158	8.069683	-0.046051	-0.359845	2.805307	-0.034388	-0.009140	3.474547	-4.713170	0.583300	-0.009420	-0.090051	-0.236757	-0.865041	-0.053708
27107740.000000	27667.802000	10914.571918	0.000000	851.709973	843.152411	-0.402731	-1.116126	12.002500	-14.735124	12.009255	14.777335	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758142	8.069755	-0.047114	-0.359885	2.805835	-0.034476	-0.008733	3.471102	-4.713170	0.583300	-0.009420	-0.092185	-0.237516	-0.865848	-0.054083
27107750.000000	27667.812000	10914.581976	0.000000	851.856035	842.327210	-0.992634	-0.648008	12.314954	-14.449335	12.354894	14.463858	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069675	-0.044556	-0.358310	2.805155	-0.037801	-0.006758	3.473676	-4.713170	0.583300	-0.009420	-0.090730	-0.236070	-0.865800	-0.055778
27107760.000000	27667.822000	10914.591837	0.000000	852.977593	842.327210	-0.324668	-0.826435	12.017688	-14.582885	12.022072	14.606284	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758078	8.069675	-0.045531	-0.359046	2.804396	-0.034036	-0.008637	3.474251	-4.713170	0.583300	-0.009420	-0.091170	-0.238052	-0.865377	-0.054107
27107770.000000	27667.832000	10914.601863	0.000000	851.954246	842.327210	-0.642418	-0.978509	12.051860	-14.665446	12.068969	14.698054	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758126	8.069563	-0.046362	-0.359501	2.804652	-0.035827	-0.008421	3.473436	-4.713170	0.583300	-0.009420	-0.089523	-0.236581	-0.865001	-0.053508
27107780.000000	27667.842000	10914.611843	0.000000	853.982306	842.327210	-0.328926	-0.614336	12.432500	-14.114372	12.436850	14.127735	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758309	8.069651	-0.044372	-0.356464	2.805163	-0.034060	-0.006015	3.473364	-4.713170	0.583300	-0.009420	-0.091305	-0.237053	-0.866112	-0.055434
27107790.000000	27667.852000	10914.621843	0.000000	852.116725	842.169194	-0.702029	-0.292619	12.164343	-14.550949	12.184584	14.553891	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758062	8.069659	-0.042614	-0.358870	2.804620	-0.036163	-0.007710	3.474139	-4.713170	0.583300	-0.009420	-0.089387	-0.237644	-0.866280	-0.054867
27107800.000000	27667.862000	10914.631933	0.000000	852.174958	842.169194	-0.239687	-1.199392	11.730705	-14.919300	11.733153	14.967433	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758158	8.069651	-0.047569	-0.360900	2.801710	-0.033557	-0.010451	3.475514	-4.713170	0.583300	-0.009420	-0.091593	-0.238268	-0.865433	-0.053556
27107810.000000	27667.872000	10914.641843	0.000000	851.445329	842.169194	-0.382860	-0.842539	12.136657	-14.648027	12.142695	14.672238	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758070	8.069619	-0.045619	-0.359405	2.804868	-0.034364	-0.007885	3.474443	-4.713170	0.583300	-0.009420	-0.090434	-0.236685	-0.866328	-0.055674
27107820.000000	27667.882000	10914.651843	0.000000	850.702035	842.169194	-0.615451	-0.727065	12.069579	-14.787383	12.085260	14.805246	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758301	8.069899	-0.044988	-0.360173	2.806210	-0.035675	-0.008309	3.471206	-4.713170	0.583300	-0.009420	-0.091745	-0.238156	-0.866008	-0.055362
27107830.000000	27667.892000	10914.661884	0.000000	850.436818	842.169194	-0.470858	-0.917203	12.509545	-14.436452	12.518404	14.465559	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758118	8.069683	-0.046027	-0.358239	2.807233	-0.034860	-0.005528	3.473772	-4.713170	0.583300	-0.009420	-0.090490	-0.238268	-0.866304	-0.053812
27107840.000000	27667.902000	10914.671877	0.000000	853.531068	823.945327	-0.516276	-1.000469	11.960892	-14.571272	11.972029	14.605578	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758262	8.069755	-0.046482	-0.358982	2.805163	-0.035116	-0.008996	3.473220	-4.713170	0.583300	-0.009420	-0.089899	-0.238060	-0.865401	-0.054747
27107850.000000	27667.912000	10914.681913	0.000000	851.660366	823.945327	-0.445310	-0.694857	11.984939	-14.755447	11.993209	14.771799	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757894	8.069731	-0.044812	-0.359997	2.804292	-0.034716	-0.008844	3.470814	-4.713170	0.583300	-0.009420	-0.090810	-0.237397	-0.865705	-0.055610
27107860.000000	27667.922000	10914.691829	0.000000	850.480097	823.945327	-0.190011	-0.767874	12.249141	-14.656737	12.250614	14.676837	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758142	8.069739	-0.045211	-0.359453	2.804740	-0.033277	-0.007174	3.469615	-4.713170	0.583300	-0.009420	-0.090234	-0.238260	-0.864793	-0.054163
27107870.000000	27667.932000	10914.701920	0.000000	852.147364	842.819407	-0.940119	-0.463726	12.360359	-14.378387	12.396059	14.385863	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069683	-0.043549	-0.357919	2.805227	-0.037505	-0.006471	3.471885	-4.713170	0.583300	-0.009420	-0.090338	-0.236677	-0.866480	-0.054051
27107880.000000	27667.942000	10914.711749	0.000000	852.343463	842.819407	-0.348797	-0.456406	11.997437	-14.669801	12.002507	14.676899	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758293	8.069691	-0.043509	-0.359525	2.803900	-0.034172	-0.008765	3.474051	-4.713170	0.583300	-0.009420	-0.089547	-0.237972	-0.865409	-0.055818
27107890.000000	27667.952000	10914.721732	0.000000	850.911562	842.819407	-0.059611	-0.876211	11.964689	-14.855428	11.964838	14.881246	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069779	-0.045803	-0.360548	2.803773	-0.032542	-0.008972	3.470566	-4.713170	0.583300	-0.009420	-0.091034	-0.236773	-0.866048	-0.054251
27107900.000000	27667.962000	10914.731715	0.000000	853.595393	842.819407	-0.543065	-1.047317	12.441359	-14.149211	12.453206	14.187919	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758270	8.069683	-0.046738	-0.356656	2.805659	-0.035267	-0.005959	3.472357	-4.713170	0.583300	-0.009420	-0.090394	-0.237708	-0.865737	-0.054043
27107910.000000	27667.972000	10914.741746	0.000000	855.110247	842.819407	-0.046837	-0.554311	12.254203	-14.144856	12.254293	14.155713	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758078	8.069691	-0.044044	-0.356632	2.805099	-0.032470	-0.007142	3.472669	-4.713170	0.583300	-0.009420	-0.090530	-0.236421	-0.865816	-0.055194
27107920.000000	27667.982000	10914.751749	0.000000	853.975299	827.526645	-0.699190	-1.296016	12.158173	-14.352257	12.178261	14.410654	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758174	8.069811	-0.048097	-0.357775	2.804308	-0.036147	-0.007749	3.474819	-4.713170	0.583300	-0.009420	-0.090426	-0.237980	-0.865617	-0.054395
27107930.000000	27667.992000	10914.761697	0.000000	854.810834	827.526645	-0.326088	-0.536926	11.749689	-14.613369	11.754213	14.623230	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758198	8.069595	-0.043949	-0.359214	2.803525	-0.034044	-0.010331	3.468392	-4.713170	0.583300	-0.009420	-0.090538	-0.236373	-0.865569	-0.053476
27107940.000000	27668.002000	10914.771763	0.000000	853.003124	827.526645	-0.526034	-0.835219	12.125267	-14.487077	12.136672	14.511134	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757918	8.069595	-0.045579	-0.358518	2.805275	-0.035171	-0.007957	3.472325	-4.713170	0.583300	-0.009420	-0.090362	-0.237924	-0.865473	-0.055482
27107950.000000	27668.012000	10914.781772	0.000000	851.806905	828.095914	-0.692094	-0.836683	12.189656	-14.562562	12.209288	14.586578	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758126	8.069723	-0.045587	-0.358934	2.804204	-0.036107	-0.007550	3.474395	-4.713170	0.583300	-0.009420	-0.089859	-0.236781	-0.866144	-0.055314
27107960.000000	27668.022000	10914.791720	0.000000	853.622181	828.095914	-0.364409	-0.937700	12.256735	-14.305805	12.262151	14.336504	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758094	8.069755	-0.046139	-0.357519	2.806850	-0.034260	-0.007126	3.473156	-4.713170	0.583300	-0.009420	-0.090986	-0.237900	-0.865944	-0.054243
27107970.000000	27668.032000	10914.801766	0.000000	850.977294	828.095914	-0.462342	-0.746097	12.053125	-14.771415	12.061990	14.790246	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757966	8.069667	-0.045092	-0.360085	2.803709	-0.034812	-0.008413	3.471949	-4.713170	0.583300	-0.009420	-0.090258	-0.236110	-0.865713	-0.054971
27107980.000000	27668.042000	10914.811731	0.000000	853.253804	828.095914	-0.856557	-0.519358	11.867235	-14.682866	11.898107	14.692048	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758078	8.069619	-0.043853	-0.359597	2.803581	-0.037034	-0.009588	3.471294	-4.713170	0.583300	-0.009420	-0.090642	-0.238116	-0.866312	-0.055322
