 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27117440.000000	27677.576000	10924.346159	4.000000	873.888332	859.263237	-2.173859	-2.679690	-2.035775	-3.058764	2.978262	4.066544	1.768717	2985.751663	0.181156	-0.349741	-0.001995	-0.696908	4.758118	8.401186	-0.055658	-0.295536	2.807417	-0.044459	-0.097468	3.473867	-4.260290	1.205120	-0.009470	-0.090115	-0.236070	-0.865553	-0.055058
27117450.000000	27677.586000	10924.356280	4.000000	878.083467	859.263237	-1.205353	-1.901568	-2.551680	-3.154390	2.822047	3.683224	1.768717	2986.751663	0.181156	-0.349741	-0.001995	-0.696572	4.758389	8.400139	-0.051406	-0.296063	2.804884	-0.039000	-0.100729	3.472021	-4.260290	1.205120	-0.009470	-0.091170	-0.237932	-0.865713	-0.054675
27117460.000000	27677.596000	10924.366185	4.000000	879.864882	859.263237	-1.822223	-2.355046	-2.402493	-2.939730	3.015373	3.766730	1.768717	2987.751663	0.181156	-0.349741	-0.001995	-0.696235	4.758134	8.398572	-0.053884	-0.294880	2.805947	-0.042477	-0.099786	3.472613	-4.246180	1.224800	-0.009470	-0.088748	-0.236389	-0.866328	-0.053796
27117470.000000	27677.606000	10924.376303	4.000000	878.858368	859.263237	-1.440782	-1.948417	-2.549149	-3.286307	2.928142	3.820490	1.768717	2988.751663	0.181156	-0.349741	-0.001995	-0.695899	4.758070	8.397030	-0.051662	-0.296790	2.808744	-0.040327	-0.100713	3.472892	-4.246180	1.224800	-0.009470	-0.090746	-0.238180	-0.865321	-0.054627
27117480.000000	27677.616000	10924.386380	4.000000	882.186897	901.699846	-1.599568	-2.210109	-2.359462	-2.867330	2.850557	3.620244	1.768717	2989.751663	0.181156	-0.349741	-0.001995	-0.695562	4.758110	8.396142	-0.053092	-0.294481	2.808408	-0.041222	-0.099514	3.474587	-4.246180	1.224800	-0.009470	-0.090019	-0.235814	-0.866248	-0.055330
27117490.000000	27677.626000	10924.396302	4.000000	881.290103	901.699846	-1.694485	-1.688006	-2.680617	-3.242939	3.171275	3.655957	1.768717	2989.751663	0.181156	-0.349741	-0.001995	-0.695562	4.758182	8.394464	-0.050239	-0.296551	2.804004	-0.041757	-0.101544	3.469248	-4.246180	1.224800	-0.009470	-0.090394	-0.238356	-0.866144	-0.053292
27117500.000000	27677.636000	10924.406200	4.000000	872.975672	901.699846	-1.812288	-2.505656	-2.168509	-3.821595	2.826096	4.569781	1.768717	2990.751663	0.181156	-0.349741	-0.001995	-0.695226	4.757886	8.393057	-0.054707	-0.299740	2.807529	-0.042421	-0.098307	3.471326	-4.246180	1.224800	-0.009470	-0.089044	-0.236126	-0.865745	-0.054891
27117510.000000	27677.646000	10924.416282	4.000000	882.927773	901.699846	-2.104312	-2.179364	-2.508649	-3.134067	3.274362	3.817330	1.768717	2991.751663	0.181156	-0.349741	-0.001995	-0.694890	4.758190	8.391906	-0.052924	-0.295951	2.808632	-0.044067	-0.100457	3.475266	-4.246180	1.224800	-0.009470	-0.091465	-0.238555	-0.865025	-0.055338
27117520.000000	27677.656000	10924.426290	4.000000	882.454714	898.686089	-1.429428	-2.177900	-2.598509	-3.373405	2.965723	4.015359	1.768717	2992.751663	0.181156	-0.349741	-0.001995	-0.694553	4.757894	8.390124	-0.052916	-0.297270	2.806770	-0.040263	-0.101025	3.473652	-4.239100	1.234760	-0.009470	-0.090594	-0.236086	-0.865681	-0.053764
27117530.000000	27677.666000	10924.436288	4.000000	884.555933	898.686089	-1.895850	-2.338942	-2.995444	-3.595322	3.544987	4.289171	1.768717	2993.751663	0.181156	-0.349741	-0.001995	-0.694217	4.758461	8.388853	-0.053796	-0.298493	2.805243	-0.042892	-0.103534	3.469791	-4.239100	1.234760	-0.009470	-0.091649	-0.237884	-0.865537	-0.054883
27117540.000000	27677.676000	10924.446304	4.000000	884.901352	898.686089	-1.759773	-2.337478	-2.483336	-3.115196	3.043642	3.894644	1.768717	2993.751663	0.181156	-0.349741	-0.001995	-0.694217	4.757822	8.387230	-0.053788	-0.295847	2.807505	-0.042125	-0.100297	3.470383	-4.239100	1.234760	-0.009470	-0.090075	-0.235958	-0.865529	-0.055322
27117550.000000	27677.686000	10924.456321	4.000000	891.533991	898.686089	-1.749838	-1.996546	-2.576993	-2.578638	3.114936	3.261222	1.768717	2994.751663	0.181156	-0.349741	-0.001995	-0.693881	4.758278	8.386255	-0.051925	-0.292890	2.808248	-0.042069	-0.100889	3.475786	-4.239100	1.234760	-0.009470	-0.091825	-0.237381	-0.865137	-0.055274
27117560.000000	27677.696000	10924.466360	4.000000	889.938043	896.765114	-1.751257	-2.021434	-3.048600	-3.270520	3.515803	3.844802	1.768717	2995.751663	0.181156	-0.349741	-0.001995	-0.693544	4.758054	8.384960	-0.052061	-0.296703	2.805179	-0.042077	-0.103870	3.473460	-4.239100	1.234760	-0.009470	-0.090538	-0.236110	-0.865361	-0.055042
27117570.000000	27677.706000	10924.476279	4.000000	892.376575	896.765114	-1.809449	-1.917672	-2.896882	-2.981828	3.415558	3.545245	1.768717	2996.751663	0.181156	-0.349741	-0.001995	-0.693208	4.758270	8.383689	-0.051494	-0.295112	2.806234	-0.042405	-0.102911	3.476721	-4.239100	1.234760	-0.009470	-0.091321	-0.238204	-0.865745	-0.055586
27117580.000000	27677.716000	10924.486293	4.000000	889.405179	896.765114	-1.588214	-1.726070	-2.482070	-3.058764	2.946709	3.512172	1.768717	2997.751663	0.181156	-0.349741	-0.001995	-0.692871	4.758206	8.381875	-0.050447	-0.295536	2.806522	-0.041158	-0.100289	3.474938	-4.239100	1.234760	-0.009470	-0.089755	-0.235614	-0.865609	-0.054947
27117590.000000	27677.726000	10924.496248	4.000000	889.444647	896.765114	-1.401041	-2.248173	-2.507383	-3.186326	2.872262	3.899610	1.768717	2998.751663	0.181156	-0.349741	-0.001995	-0.692535	4.758102	8.380708	-0.053300	-0.296239	2.805651	-0.040103	-0.100449	3.477664	-4.239100	1.234760	-0.009470	-0.090826	-0.238348	-0.865441	-0.054115
27117600.000000	27677.736000	10924.506306	4.000000	893.251956	918.689478	-1.898689	-2.215965	-2.697070	-2.932472	3.298364	3.675581	1.768717	2998.751663	0.181156	-0.349741	-0.001995	-0.692535	4.758030	8.379133	-0.053124	-0.294840	2.807513	-0.042908	-0.101648	3.470782	-4.239100	1.234760	-0.009470	-0.090011	-0.237013	-0.866280	-0.056034
27117610.000000	27677.746000	10924.516185	4.000000	893.558435	918.689478	-1.606665	-2.325766	-2.489664	-2.829588	2.963072	3.662752	1.768717	2999.751663	0.181156	-0.349741	-0.001995	-0.692199	4.758174	8.378062	-0.053724	-0.294273	2.808632	-0.041262	-0.100337	3.473923	-4.239100	1.234760	-0.009470	-0.091146	-0.237772	-0.865249	-0.055018
27117620.000000	27677.756000	10924.526314	4.000000	894.332846	918.689478	-1.931333	-1.990690	-2.781868	-3.106486	3.386567	3.689594	1.768717	3000.751663	0.181156	-0.349741	-0.001995	-0.691862	4.758014	8.376967	-0.051893	-0.295799	2.806698	-0.043092	-0.102184	3.475746	-4.239100	1.234760	-0.009470	-0.089635	-0.236086	-0.865888	-0.054291
27117630.000000	27677.766000	10924.536295	4.000000	896.569981	918.689478	-2.234889	-2.217429	-2.819679	-3.003602	3.597960	3.733446	1.768717	3001.751663	0.181156	-0.349741	-0.001995	-0.691526	4.757990	8.375297	-0.053132	-0.295232	2.804684	-0.044803	-0.102423	3.473228	-4.239100	1.234760	-0.009470	-0.091545	-0.238092	-0.866280	-0.055650
27117640.000000	27677.776000	10924.546247	4.000000	897.977228	923.406843	-1.612342	-2.050714	-2.790727	-2.933924	3.223012	3.579573	1.768717	3002.751663	0.181156	-0.349741	-0.001995	-0.691189	4.758038	8.373610	-0.052221	-0.294848	2.806938	-0.041294	-0.102240	3.470670	-4.224890	1.254540	-0.009470	-0.091018	-0.236094	-0.865784	-0.055738
27117650.000000	27677.786000	10924.556376	4.000000	900.124051	923.406843	-1.707259	-2.214501	-3.094163	-3.070377	3.533918	3.785661	1.768717	3003.751663	0.181156	-0.349741	-0.001995	-0.690853	4.758134	8.372363	-0.053116	-0.295600	2.807042	-0.041829	-0.104158	3.473396	-4.224890	1.254540	-0.009470	-0.090978	-0.238907	-0.865848	-0.053812
27117660.000000	27677.796000	10924.566308	4.000000	888.260276	923.406843	-1.650663	-1.895712	-2.179900	-3.580806	2.734347	4.051654	1.768717	3003.751663	0.181156	-0.349741	-0.001995	-0.690853	4.758174	8.370956	-0.051374	-0.298413	2.805619	-0.041510	-0.098379	3.472924	-4.224890	1.254540	-0.009470	-0.090514	-0.235558	-0.865697	-0.055586
27117670.000000	27677.806000	10924.576258	4.000000	893.871839	923.406843	-1.972493	-2.078531	-2.434134	-3.295017	3.133008	3.895821	1.768717	3004.751663	0.181156	-0.349741	-0.001995	-0.690517	4.758485	8.369645	-0.052373	-0.296838	2.808360	-0.043324	-0.099986	3.472517	-4.224890	1.254540	-0.009470	-0.092313	-0.237876	-0.865121	-0.055250
27117680.000000	27677.816000	10924.586303	4.000000	898.359139	928.088302	-1.900108	-2.463200	-2.461820	-2.936827	3.109818	3.833055	1.768717	3005.751663	0.181156	-0.349741	-0.001995	-0.690180	4.758150	8.368103	-0.054475	-0.294864	2.807337	-0.042916	-0.100161	3.470215	-4.224890	1.254540	-0.009470	-0.089659	-0.236174	-0.865816	-0.053684
27117690.000000	27677.826000	10924.596288	4.000000	900.794697	928.088302	-1.867641	-2.107811	-2.689476	-2.976021	3.274350	3.646857	1.768717	3006.751663	0.181156	-0.349741	-0.001995	-0.689844	4.757814	8.366832	-0.052533	-0.295080	2.806882	-0.042733	-0.101600	3.472780	-4.224890	1.254540	-0.009470	-0.091577	-0.238811	-0.865241	-0.055098
27117700.000000	27677.836000	10924.606270	4.000000	899.434630	928.088302	-1.728548	-2.065355	-2.522571	-3.090518	3.057980	3.717122	1.768717	3007.751663	0.181156	-0.349741	-0.001995	-0.689508	4.758062	8.365425	-0.052301	-0.295711	2.806626	-0.041949	-0.100545	3.471454	-4.224890	1.254540	-0.009470	-0.090466	-0.236325	-0.865729	-0.055906
27117710.000000	27677.846000	10924.619937	4.000000	895.622750	928.088302	-1.489039	-2.460272	-2.343008	-3.463406	2.776135	4.248307	1.768717	3008.751663	0.181156	-0.349741	-0.001995	-0.689171	4.758030	8.364034	-0.054459	-0.297766	2.806802	-0.040599	-0.099410	3.473580	-4.224890	1.254540	-0.009470	-0.091082	-0.238523	-0.865209	-0.053612
27117720.000000	27677.858000	10924.628286	4.000000	899.556779	902.497111	-1.539957	-1.992154	-2.271025	-3.079087	2.743907	3.667350	1.768717	3009.751663	0.181156	-0.349741	-0.001995	-0.688835	4.758046	8.362628	-0.051901	-0.295648	2.807082	-0.040886	-0.098955	3.475642	-4.224890	1.254540	-0.009470	-0.089427	-0.235878	-0.865984	-0.054339
27117730.000000	27677.868000	10924.638169	4.000000	901.525551	902.497111	-1.596729	-2.349190	-2.815882	-3.334211	3.237087	4.078683	1.768717	3009.751663	0.181156	-0.349741	-0.001995	-0.688835	4.758166	8.361812	-0.053852	-0.297054	2.806954	-0.041206	-0.102399	3.473196	-4.224890	1.254540	-0.009470	-0.091473	-0.237732	-0.865217	-0.056281
27117740.000000	27677.878000	10924.648104	4.000000	902.180904	902.497111	-1.996622	-2.566962	-2.528899	-3.123906	3.222084	4.043276	1.768717	3010.751663	0.181156	-0.349741	-0.001995	-0.688498	4.758150	8.360190	-0.055042	-0.295895	2.806386	-0.043460	-0.100585	3.474627	-4.224890	1.254540	-0.009470	-0.090546	-0.236294	-0.865689	-0.054515
27117750.000000	27677.888000	10924.658165	4.000000	900.764923	902.497111	-1.788160	-2.340406	-1.999072	-2.931021	2.682127	3.750784	1.768717	3011.751663	0.181156	-0.349741	-0.001995	-0.688162	4.758278	8.359031	-0.053804	-0.294832	2.806634	-0.042285	-0.097236	3.473995	-4.224890	1.254540	-0.009470	-0.091002	-0.237924	-0.865425	-0.053907
27117760.000000	27677.898000	10924.668250	4.000000	903.053892	926.649433	-2.115667	-2.445632	-2.575727	-3.287759	3.333229	4.097618	1.768717	3012.751663	0.181156	-0.349741	-0.001995	-0.687826	4.757774	8.356897	-0.054379	-0.296798	2.806794	-0.044131	-0.100881	3.475570	-4.210440	1.274650	-0.009470	-0.088948	-0.236270	-0.866056	-0.055426
27117770.000000	27677.908000	10924.678263	4.000000	904.353450	926.649433	-1.779644	-2.632842	-2.972662	-3.598226	3.464658	4.458597	1.768717	3013.751663	0.181156	-0.349741	-0.001995	-0.687489	4.758397	8.356313	-0.055402	-0.298509	2.806314	-0.042237	-0.103390	3.471550	-4.210440	1.274650	-0.009470	-0.090922	-0.237684	-0.865561	-0.055098
27117780.000000	27677.918000	10924.688146	4.000000	910.584556	926.649433	-2.070426	-2.254029	-3.072648	-3.110841	3.705108	3.841612	1.768717	3014.751663	0.181156	-0.349741	-0.001995	-0.687153	4.758214	8.354259	-0.053332	-0.295823	2.806402	-0.043876	-0.104022	3.472277	-4.210440	1.274650	-0.009470	-0.089931	-0.236757	-0.865864	-0.054315
27117790.000000	27677.928000	10924.698323	4.000000	903.432141	926.649433	-1.646406	-1.785911	-2.306305	-3.232778	2.833671	3.693282	1.768717	3014.751663	0.181156	-0.349741	-0.001995	-0.687153	4.758469	8.352756	-0.050774	-0.296495	2.806010	-0.041486	-0.099178	3.473580	-4.210440	1.274650	-0.009470	-0.091577	-0.237676	-0.865137	-0.055410
27117800.000000	27677.938000	10924.708177	4.000000	912.022054	925.788226	-1.884496	-2.395855	-2.872835	-2.890375	3.435769	3.754250	1.768717	3015.751663	0.181156	-0.349741	-0.001995	-0.686817	4.757998	8.351341	-0.054107	-0.294608	2.808161	-0.042828	-0.102759	3.477504	-4.210440	1.274650	-0.009470	-0.089675	-0.236589	-0.865585	-0.055394
27117810.000000	27677.948000	10924.718204	4.000000	902.698266	925.788226	-1.759773	-2.357974	-2.115352	-3.367598	2.751639	4.111053	1.768717	3016.751663	0.181156	-0.349741	-0.001995	-0.686480	4.758054	8.349927	-0.053900	-0.297238	2.806954	-0.042125	-0.097971	3.473764	-4.210440	1.274650	-0.009470	-0.090450	-0.238404	-0.865241	-0.053764
27117820.000000	27677.958000	10924.728172	4.000000	913.700895	925.788226	-1.481942	-2.324302	-3.070116	-3.096325	3.409071	3.871641	1.768717	3017.751663	0.181156	-0.349741	-0.001995	-0.686144	4.757958	8.348600	-0.053716	-0.295743	2.807385	-0.040559	-0.104006	3.473660	-4.203110	1.284910	-0.009470	-0.089755	-0.236238	-0.865561	-0.054595
27117830.000000	27677.968000	10924.738215	4.000000	910.383566	925.788226	-2.153988	-2.104883	-2.885492	-3.409695	3.600795	4.007063	1.768717	3018.751663	0.181156	-0.349741	-0.001995	-0.685807	4.758349	8.347025	-0.052517	-0.297470	2.804212	-0.044347	-0.102839	3.472732	-4.203110	1.284910	-0.009470	-0.090698	-0.238555	-0.865129	-0.056569
27117840.000000	27677.978000	10924.748194	4.000000	910.284846	924.014277	-1.830739	-2.643090	-2.497258	-3.195036	3.096434	4.146586	1.768717	3019.751663	0.181156	-0.349741	-0.001995	-0.685471	4.758038	8.345642	-0.055458	-0.296287	2.805971	-0.042525	-0.100385	3.478911	-4.203110	1.284910	-0.009470	-0.089763	-0.236733	-0.865729	-0.053604
27117850.000000	27677.988000	10924.758168	4.000000	914.625369	924.014277	-1.762612	-2.063891	-2.623663	-2.828136	3.160761	3.501143	1.768717	3019.751663	0.181156	-0.349741	-0.001995	-0.685471	4.758238	8.344308	-0.052293	-0.294265	2.806306	-0.042141	-0.101184	3.473979	-4.203110	1.284910	-0.009470	-0.091433	-0.238044	-0.865561	-0.055082
27117860.000000	27677.998000	10924.768194	4.000000	914.263937	924.014277	-2.084442	-1.996546	-2.623663	-2.977473	3.350896	3.584905	1.768717	3020.751663	0.181156	-0.349741	-0.001995	-0.685135	4.757926	8.342909	-0.051925	-0.295088	2.806002	-0.043955	-0.101184	3.472900	-4.203110	1.284910	-0.009470	-0.089491	-0.236781	-0.866064	-0.055554
27117870.000000	27678.008000	10924.778247	4.000000	913.493192	924.014277	-1.908624	-1.889856	-2.382243	-2.962957	3.052528	3.514352	1.768717	3021.751663	0.181156	-0.349741	-0.001995	-0.684798	4.758126	8.341758	-0.051342	-0.295008	2.806754	-0.042964	-0.099658	3.467289	-4.203110	1.284910	-0.009470	-0.092249	-0.238332	-0.865673	-0.054491
27117880.000000	27678.018000	10924.788232	4.000000	917.179961	930.423289	-1.280577	-2.302341	-2.917133	-3.131164	3.185834	3.886511	1.768717	3022.751663	0.181156	-0.349741	-0.001995	-0.684462	4.758022	8.340287	-0.053596	-0.295935	2.807569	-0.039424	-0.103039	3.474907	-4.203110	1.284910	-0.009470	-0.090075	-0.236741	-0.865832	-0.054587
27117890.000000	27678.028000	10924.798276	4.000000	924.416110	930.423289	-2.161085	-2.063891	-2.718586	-2.275610	3.472895	3.072140	1.768717	3023.751663	0.181156	-0.349741	-0.001995	-0.684126	4.758118	8.338601	-0.052293	-0.291220	2.806674	-0.044387	-0.101784	3.472357	-4.203110	1.284910	-0.009470	-0.090370	-0.237684	-0.865449	-0.055522
27117900.000000	27678.038000	10924.808220	4.000000	915.115039	930.423289	-1.659179	-1.990690	-2.571930	-3.277779	3.060670	3.834929	1.768717	3024.751663	0.181156	-0.349741	-0.001995	-0.683789	4.757998	8.337250	-0.051893	-0.296743	2.806866	-0.041558	-0.100857	3.475106	-4.203110	1.284910	-0.009470	-0.089363	-0.236182	-0.864857	-0.055002
27117910.000000	27678.048000	10924.818272	4.000000	911.610068	930.423289	-1.698743	-1.834224	-2.520039	-3.617097	3.039132	4.055585	1.768717	3024.751663	0.181156	-0.349741	-0.001995	-0.683789	4.758293	8.336075	-0.051038	-0.298613	2.808240	-0.041781	-0.100529	3.476177	-4.203110	1.284910	-0.009470	-0.090722	-0.237940	-0.865721	-0.054003
27117920.000000	27678.058000	10924.828236	4.000000	920.426392	932.719947	-1.656341	-2.104883	-3.172475	-3.324049	3.578835	3.934442	1.768717	3025.751663	0.181156	-0.349741	-0.001995	-0.683453	4.758094	8.334636	-0.052517	-0.296998	2.806570	-0.041542	-0.104653	3.475218	-4.203110	1.284910	-0.009470	-0.089555	-0.235630	-0.865169	-0.055890
27117930.000000	27678.068000	10924.838299	4.000000	917.194843	932.719947	-1.233740	-2.251101	-2.487133	-3.196487	2.776318	3.909602	1.768717	3026.751663	0.181156	-0.349741	-0.001995	-0.683116	4.758118	8.333317	-0.053316	-0.296295	2.806802	-0.039160	-0.100321	3.473835	-4.203110	1.284910	-0.009470	-0.090986	-0.237580	-0.865329	-0.054859
27117940.000000	27678.078000	10924.848216	4.000000	920.644099	932.719947	-1.789579	-2.129771	-2.637585	-3.057312	3.187389	3.726001	1.768717	3027.751663	0.181156	-0.349741	-0.001995	-0.682780	4.757910	8.331974	-0.052653	-0.295528	2.808816	-0.042293	-0.101272	3.477264	-4.203110	1.284910	-0.009470	-0.090274	-0.237205	-0.865337	-0.054379
27117950.000000	27678.088000	10924.858242	4.000000	920.454925	932.719947	-1.647825	-2.281845	-2.919664	-3.431470	3.352576	4.120898	1.768717	3028.751663	0.181156	-0.349741	-0.001995	-0.682444	4.758246	8.330096	-0.053484	-0.297590	2.806714	-0.041494	-0.103055	3.474739	-4.203110	1.284910	-0.009470	-0.091497	-0.238012	-0.865537	-0.054899
27117960.000000	27678.098000	10924.868245	4.000000	921.565110	913.455626	-1.852029	-1.891320	-2.502320	-3.058764	3.113136	3.596266	1.768717	3029.751663	0.181156	-0.349741	-0.001995	-0.682107	4.758102	8.328833	-0.051350	-0.295536	2.808544	-0.042645	-0.100417	3.474587	-4.188710	1.305030	-0.009470	-0.090426	-0.235590	-0.865457	-0.056066
27117970.000000	27678.108000	10924.878195	4.000000	922.139110	913.455626	-1.731387	-2.584530	-2.619866	-3.097777	3.140287	4.034354	1.768717	3029.751663	0.181156	-0.349741	-0.001995	-0.682107	4.757990	8.327762	-0.055138	-0.295751	2.806618	-0.041965	-0.101160	3.473620	-4.188710	1.305030	-0.009470	-0.091074	-0.238571	-0.865577	-0.053892
27117980.000000	27678.118000	10924.888238	4.000000	930.299453	913.455626	-1.695904	-2.196933	-3.181334	-2.797652	3.605132	3.557158	1.768717	3030.751663	0.181156	-0.349741	-0.001995	-0.681771	4.758054	8.326379	-0.053020	-0.294097	2.805155	-0.041765	-0.104709	3.474907	-4.188710	1.305030	-0.009470	-0.091202	-0.236389	-0.865209	-0.054587
27117990.000000	27678.128000	10924.898211	4.000000	921.879390	913.455626	-1.744161	-2.198397	-2.822210	-3.519838	3.317675	4.149965	1.768717	3031.751663	0.181156	-0.349741	-0.001995	-0.681435	4.758150	8.325276	-0.053028	-0.298077	2.807961	-0.042037	-0.102439	3.473764	-4.188710	1.305030	-0.009470	-0.091649	-0.238468	-0.865169	-0.055338
27118000.000000	27678.138000	10924.908273	4.000000	931.128026	914.884066	-1.510151	-1.695326	-3.276257	-3.007957	3.607550	3.452815	1.768717	3032.751663	0.181156	-0.349741	-0.001995	-0.681098	4.758030	8.323773	-0.050279	-0.295256	2.806162	-0.040718	-0.105309	3.469128	-4.188710	1.305030	-0.009470	-0.090506	-0.236022	-0.865225	-0.054435
27118010.000000	27678.149000	10924.919249	4.000000	929.390110	914.884066	-1.602407	-2.199861	-3.250944	-3.286307	3.624410	3.954643	1.768717	3033.751663	0.181156	-0.349741	-0.001995	-0.680762	4.758094	8.322095	-0.053036	-0.296790	2.807465	-0.041238	-0.105149	3.476209	-4.188710	1.305030	-0.009470	-0.091649	-0.237540	-0.864841	-0.055154
27118020.000000	27678.159000	10924.929217	4.000000	924.541357	914.884066	-1.752677	-1.993618	-2.599774	-3.364695	3.135395	3.910970	1.768717	3034.751663	0.181156	-0.349741	-0.001995	-0.680425	4.757814	8.320528	-0.051909	-0.297222	2.806626	-0.042085	-0.101033	3.476385	-4.188710	1.305030	-0.009470	-0.089139	-0.235766	-0.865321	-0.055850
27118030.000000	27678.169000	10924.939425	4.000000	921.684261	914.884066	-1.585375	-2.008258	-2.604837	-3.682239	3.049359	4.194280	1.768717	3034.751663	0.181156	-0.349741	-0.001995	-0.680425	4.758309	8.319529	-0.051989	-0.298972	2.807481	-0.041142	-0.101065	3.473212	-4.188710	1.305030	-0.009470	-0.090394	-0.238811	-0.865097	-0.054563
27118040.000000	27678.179000	10924.949311	4.000000	928.704076	933.961016	-1.640728	-2.034610	-2.834866	-3.221165	3.275432	3.809927	1.768717	3035.751663	0.181156	-0.349741	-0.001995	-0.680089	4.758278	8.318514	-0.052133	-0.296431	2.807257	-0.041454	-0.102519	3.477089	-4.188710	1.305030	-0.009470	-0.089475	-0.236477	-0.865848	-0.054691
27118050.000000	27678.194000	10924.964233	4.000000	935.415944	933.961016	-1.778224	-2.112203	-2.977725	-2.828136	3.468274	3.529838	1.768717	3037.751663	0.181156	-0.349741	-0.001995	-0.679416	4.757966	8.315373	-0.052557	-0.294265	2.806810	-0.042229	-0.103422	3.476937	-4.188710	1.305030	-0.009470	-0.089115	-0.235878	-0.865920	-0.054099
27118060.000000	27678.204000	10924.974224	4.000000	938.933845	933.961016	-1.348527	-1.579669	-3.491098	-2.886020	3.742498	3.290056	1.768717	3037.751663	0.181156	-0.349741	-0.001995	-0.679416	4.758126	8.314621	-0.049647	-0.294584	2.806394	-0.039807	-0.106667	3.476569	-4.188710	1.305030	-0.009470	-0.090938	-0.238052	-0.865912	-0.053620
27118070.000000	27678.214000	10924.984195	4.000000	939.933845	918.555682	-1.348527	-1.579669	-3.491098	-2.886020	3.742498	3.290056	1.768717	3038.751663	0.181156	-0.349741	-0.001995	-0.679080	4.758126	8.314621	-0.049647	-0.294584	2.806394	-0.039807	-0.106667	3.476569	-4.174350	1.325050	-0.009520	-0.090938	-0.238052	-0.865912	-0.053620
27118080.000000	27678.224000	10924.994305	4.000000	931.702864	918.555682	-1.808030	-2.207181	-3.038475	-3.506773	3.535719	4.143562	1.768717	3039.751663	0.181156	-0.349741	-0.001995	-0.678743	4.758285	8.312056	-0.053076	-0.298005	2.806946	-0.042397	-0.103806	3.475970	-4.174350	1.325050	-0.009520	-0.090682	-0.237684	-0.865233	-0.055410
27118090.000000	27678.234000	10925.004402	4.000000	932.702864	918.555682	-1.808030	-2.207181	-3.038475	-3.506773	3.535719	4.143562	1.768717	3040.751663	0.181156	-0.349741	-0.001995	-0.678407	4.758285	8.312056	-0.053076	-0.298005	2.806946	-0.042397	-0.103806	3.475970	-4.174350	1.325050	-0.009520	-0.090682	-0.237684	-0.865233	-0.055410
