# Date of Experiment: 18/08/2014
# measurement starttime: 15:56  

# Laser Diode Status

# Laser Diode Operating Hours (h): 30088.300000
# Laser Diode Current (A): 13.980000

# results thermal calibration: 

# AOD detector vertical offset:  -0.086640
# AOD detector horizontal offset: -0.058736
# AOD vertical trap stiffness (pN/nm): 0.040178
# AOD horizontal trap stiffness (pN/nm): 0.071868
# AOD vertical OLS (V/nm): 0.000498
# AOD horizontal OLS (V/nm): 0.000616
# PM detector vertical offset:  -0.288765
# PM detector horizontal offset: -0.049036
# PM vertical trap stiffness (pN/nm): 0.071807
# PM horizontal trap stiffness (pN/nm): 0.092592
# PM vertical OLS (V/nm): 0.000573
# PM horizontal OLS (V/nm): 0.000737
# PM bead diameter (um): 2.100000
# AOD bead diameter (um): 2.100000
# Viscosity (pN s / nm^2): 1.148727E-9

# sample rate (Hz): 10000
# number of samples: 10
# rate of while-loop(Hz):  1000
# dt (s): 0.00100
# data averaged to while-loop: FALSE


                                                                                                                              
# start of measurement (iteration) : 11143987
# end of measurement (iteration) : 11234731
# duration of measurement(s): 91
# errors: 0	0	0	0	0

                                                  
PMxdiff (V)	  PMydiff (V)	  PMxsum (V)	 AODxdiff (V)	 AODydiff (V)	  AODxsum (V)	  FBxsum (V)	 xdist (nm) 	 ydist (nm)  	  FBx (V) 	 FBy (V)	 PMsensorx (V)	 PMsensory (V)	 TrackingReferenceTime
-0.053452	-0.283331	2.577442	-0.056624	-0.067599	3.132362	0.720597	-0.000171	2167.460115	-0.066128	-0.160491	4.763865	7.460872	251942295.000000
-0.049823	-0.283898	2.575804	-0.055689	-0.068478	3.132066	0.721092	-0.000171	2157.754331	-0.065417	-0.160275	4.764296	7.460656	251942295.000000
-0.052892	-0.287271	2.577394	-0.059461	-0.070333	3.135311	0.721604	-0.000171	2157.754331	-0.065513	-0.160339	4.763849	7.460840	251942295.000000
-0.053828	-0.281341	2.578130	-0.054034	-0.075864	3.137229	0.722195	-0.000171	2157.754331	-0.064586	-0.160179	4.763641	7.461224	251942295.000000
-0.049535	-0.280485	2.577067	-0.056136	-0.075824	3.137965	0.721492	-0.000171	2157.754331	-0.065313	-0.160514	4.763833	7.471687	251942295.000000
-0.052029	-0.283531	2.580799	-0.062698	-0.074641	3.138972	0.721716	-0.000171	2157.754331	-0.064913	-0.161114	4.764136	7.477442	251942295.000000
-0.049488	-0.284018	2.579025	-0.062970	-0.070069	3.139563	0.720868	-0.000171	2157.754331	-0.065945	-0.161146	4.764264	7.478736	251942295.000000
-0.047857	-0.281349	2.577770	-0.060412	-0.067823	3.134072	0.720701	-0.000171	2157.754331	-0.066064	-0.160850	4.764144	7.478792	251942295.000000
-0.046890	-0.284665	2.582382	-0.057679	-0.065953	3.133697	0.721268	-0.000171	2157.754331	-0.065745	-0.160347	4.763984	7.478920	251942295.000000
-0.050207	-0.290460	2.581015	-0.061340	-0.070093	3.133872	0.721060	-0.000171	2157.754331	-0.064850	-0.158564	4.764328	7.478840	251942295.000000
-0.047513	-0.289949	2.574253	-0.055721	-0.066856	3.134328	0.722163	-0.000171	2157.754331	-0.066136	-0.161266	4.764568	7.478744	251942295.000000
-0.049647	-0.289293	2.577370	-0.056760	-0.064298	3.135719	0.720741	-0.000171	2157.754331	-0.067527	-0.160187	4.764440	7.478800	251942295.000000
-0.048776	-0.284634	2.575748	-0.058774	-0.070005	3.136422	0.720469	-0.000171	2157.754331	-0.067543	-0.160403	4.764376	7.478720	251942295.000000
-0.043781	-0.281396	2.575812	-0.061939	-0.073841	3.140035	0.720924	-0.000171	2157.754331	-0.067903	-0.160459	4.764272	7.478704	251942295.000000
-0.044820	-0.279902	2.577275	-0.062291	-0.074784	3.142688	0.720884	-0.000171	2157.754331	-0.069038	-0.160195	4.764320	7.478665	251942295.000000
-0.049767	-0.280965	2.579768	-0.060756	-0.075824	3.145158	0.721404	-0.000171	2157.754331	-0.069254	-0.160818	4.764208	7.478800	251942295.000000
-0.045827	-0.278199	2.578697	-0.055897	-0.075832	3.137453	0.722035	-0.000171	2157.754331	-0.066712	-0.159563	4.764272	7.478760	251942295.000000
-0.046738	-0.279190	2.577778	-0.055289	-0.076951	3.133233	0.720453	-0.000171	2157.754331	-0.068127	-0.160866	4.764192	7.478792	251942295.000000
-0.050303	-0.275818	2.579704	-0.053355	-0.081299	3.138308	0.722035	-0.000171	2157.754331	-0.066984	-0.159348	4.764248	7.478665	251942295.000000
-0.050878	-0.280901	2.581127	-0.058175	-0.079444	3.142584	0.722027	-0.000171	2157.754331	-0.064082	-0.160259	4.764224	7.478665	251942295.000000
-0.048377	-0.279886	2.578881	-0.058023	-0.069126	3.143368	0.721979	-0.000171	2157.754331	-0.065425	-0.160690	4.764456	7.478665	251942295.000000
-0.047681	-0.283802	2.576291	-0.059413	-0.068350	3.143663	0.722403	-0.000171	2157.754331	-0.064546	-0.159356	4.764304	7.478585	251942295.000000
-0.051126	-0.293298	2.573990	-0.055961	-0.069917	3.141553	0.722107	-0.000171	2157.754331	-0.065857	-0.160874	4.764096	7.478720	251942295.000000
-0.054339	-0.288438	2.576267	-0.055273	-0.066120	3.134480	0.721844	-0.000171	2157.754331	-0.065049	-0.161170	4.764232	7.478673	251942295.000000
-0.051622	-0.290260	2.576475	-0.056544	-0.065129	3.134832	0.720581	-0.000171	2157.754331	-0.065745	-0.161338	4.764008	7.478641	251942295.000000
-0.051094	-0.290492	2.573126	-0.054386	-0.061948	3.134320	0.721220	-0.000171	2157.754331	-0.064890	-0.160986	4.763960	7.478577	251942295.000000
-0.041910	-0.281388	2.576875	-0.058079	-0.068087	3.144223	0.720956	-0.000171	2157.754331	-0.064802	-0.160251	4.763801	7.478553	251942295.000000
-0.053156	-0.284202	2.576955	-0.057791	-0.069190	3.147876	0.721516	-0.000171	2157.754331	-0.065473	-0.160307	4.763984	7.478792	251942295.000000
-0.055522	-0.285737	2.575540	-0.059581	-0.065665	3.144711	0.721396	-0.000171	2157.754331	-0.065801	-0.160642	4.764248	7.478768	251942295.000000
-0.050822	-0.283051	2.574517	-0.060436	-0.069821	3.142976	0.721244	-0.000171	2157.754331	-0.065449	-0.161586	4.764416	7.478633	251942295.000000
-0.046610	-0.283547	2.574989	-0.057096	-0.070181	3.141601	0.721100	-0.000171	2157.754331	-0.066808	-0.160762	4.764632	7.478792	251942295.000000
-0.048784	-0.286136	2.577099	-0.058119	-0.074665	3.136614	0.721995	-0.000171	2157.754331	-0.067111	-0.160690	4.764640	7.478768	251942295.000000
-0.052317	-0.283970	2.580208	-0.059885	-0.069158	3.135727	0.722011	-0.000171	2157.754331	-0.067351	-0.160299	4.764184	7.478649	251942295.000000
-0.050718	-0.284841	2.578386	-0.060053	-0.070900	3.135751	0.721564	-0.000171	2157.754331	-0.069246	-0.159915	4.764272	7.478457	251942295.000000
-0.047641	-0.283539	2.576076	-0.055353	-0.075456	3.135015	0.721220	-0.000171	2157.754331	-0.068518	-0.159907	4.764272	7.478585	251942295.000000
-0.045995	-0.280373	2.577059	-0.058638	-0.077878	3.136462	0.720940	-0.000171	2157.754331	-0.067911	-0.160522	4.764392	7.478513	251942295.000000
-0.047122	-0.277448	2.577538	-0.062730	-0.072123	3.139196	0.721460	-0.000171	2157.754331	-0.066968	-0.159811	4.764048	7.478625	251942295.000000
-0.040376	-0.280389	2.576811	-0.057119	-0.070660	3.139124	0.721452	-0.000171	2157.754331	-0.065761	-0.159348	4.764312	7.478545	251942295.000000
-0.050495	-0.279718	2.578521	-0.061555	-0.075072	3.140434	0.720884	-0.000171	2157.754331	-0.065673	-0.160674	4.764312	7.478609	251942295.000000
-0.056433	-0.280325	2.584252	-0.056768	-0.073953	3.140011	0.721780	-0.000171	2157.754331	-0.066648	-0.160427	4.764264	7.478569	251942295.000000
-0.055778	-0.291228	2.575988	-0.056001	-0.075464	3.129964	0.721212	-0.000171	2157.754331	-0.066544	-0.160618	4.764280	7.478585	251942295.000000
-0.049232	-0.285856	2.576819	-0.055785	-0.071348	3.133856	0.721268	-0.000171	2157.754331	-0.065793	-0.160059	4.764336	7.478497	251942295.000000
-0.048936	-0.289637	2.573550	-0.061004	-0.074217	3.136398	0.720988	-0.000171	2157.754331	-0.065785	-0.160650	4.764312	7.478633	251942295.000000
-0.053508	-0.288870	2.574469	-0.056512	-0.064330	3.136662	0.722035	-0.000171	2157.754331	-0.065089	-0.160459	4.763976	7.478545	251942295.000000
-0.053332	-0.286432	2.576060	-0.061995	-0.067967	3.137014	0.721332	-0.000171	2157.754331	-0.064738	-0.160970	4.764304	7.478609	251942295.000000
-0.048193	-0.286216	2.574109	-0.057631	-0.070412	3.137245	0.722323	-0.000171	2157.754331	-0.064106	-0.160834	4.764088	7.478513	251942295.000000
-0.046458	-0.287799	2.575380	-0.060572	-0.068167	3.135055	0.720964	-0.000171	2157.754331	-0.063395	-0.160147	4.763968	7.478633	251942295.000000
-0.047010	-0.283467	2.575484	-0.060876	-0.070013	3.132306	0.721572	-0.000171	2157.754331	-0.065361	-0.160411	4.764080	7.478657	251942295.000000
-0.045939	-0.289341	2.575005	-0.059238	-0.070932	3.133241	0.722227	-0.000171	2157.754331	-0.066160	-0.160530	4.764000	7.478537	251942295.000000
-0.049080	-0.287167	2.574501	-0.063929	-0.064754	3.133705	0.721931	-0.000171	2157.754331	-0.066936	-0.160706	4.764344	7.478585	251942295.000000
-0.049424	-0.289317	2.573934	-0.055209	-0.067231	3.136334	0.721388	-0.000171	2157.754331	-0.067511	-0.161210	4.764432	7.478609	251942295.000000
-0.043957	-0.284210	2.573878	-0.061188	-0.067527	3.136326	0.721412	-0.000171	2157.754331	-0.067455	-0.160027	4.764368	7.478776	251942295.000000
-0.048720	-0.284098	2.574421	-0.058926	-0.075392	3.138572	0.721628	-0.000171	2157.754331	-0.066920	-0.159947	4.764328	7.478673	251942295.000000
-0.052117	-0.282659	2.575924	-0.060389	-0.070117	3.139188	0.721180	-0.000171	2157.754331	-0.068206	-0.160067	4.764288	7.478649	251942295.000000
-0.046210	-0.286656	2.573734	-0.064705	-0.071603	3.136366	0.721252	-0.000171	2157.754331	-0.067183	-0.160530	4.764328	7.478505	251942295.000000
-0.044460	-0.287327	2.573534	-0.061212	-0.071388	3.131315	0.721028	-0.000171	2157.754331	-0.068886	-0.160874	4.764376	7.478569	251942295.000000
-0.046890	-0.287031	2.573118	-0.062147	-0.068518	3.132410	0.721788	-0.000171	2157.754331	-0.065913	-0.159811	4.764408	7.478720	251942295.000000
-0.051821	-0.285497	2.576563	-0.055521	-0.074848	3.133936	0.721212	-0.000171	2157.754331	-0.068175	-0.161290	4.764216	7.478569	251942295.000000
-0.053124	-0.286808	2.575388	-0.050486	-0.072243	3.135351	0.721428	-0.000171	2157.754331	-0.065393	-0.159603	4.763817	7.478712	251942295.000000
-0.051813	-0.288478	2.576747	-0.059829	-0.073194	3.136518	0.720357	-0.000171	2157.754331	-0.067567	-0.161649	4.763928	7.478665	251942295.000000
-0.048273	-0.289973	2.572759	-0.058119	-0.068638	3.139443	0.721460	-0.000171	2157.754331	-0.066096	-0.161162	4.763872	7.478601	251942295.000000
-0.052645	-0.287343	2.575276	-0.053818	-0.070460	3.139755	0.720996	-0.000171	2157.754331	-0.065369	-0.161234	4.764048	7.478545	251942295.000000
-0.048568	-0.280885	2.574925	-0.057127	-0.073402	3.136630	0.722147	-0.000171	2157.754331	-0.064754	-0.160698	4.763936	7.478665	251942295.000000
-0.048273	-0.285968	2.575948	-0.055777	-0.070261	3.132985	0.722123	-0.000171	2157.754331	-0.064298	-0.160291	4.763649	7.478561	251942295.000000
-0.050151	-0.285593	2.575620	-0.060468	-0.067911	3.133145	0.721316	-0.000171	2157.754331	-0.064378	-0.160491	4.763609	7.478577	251942295.000000
-0.050415	-0.290892	2.574389	-0.054658	-0.069733	3.132178	0.722555	-0.000171	2157.754331	-0.063970	-0.161386	4.763729	7.478553	251942295.000000
-0.049583	-0.290029	2.575524	-0.063825	-0.069278	3.136118	0.721748	-0.000171	2157.754331	-0.064546	-0.160690	4.764240	7.478545	251942295.000000
-0.049951	-0.287303	2.574021	-0.060636	-0.068382	3.142193	0.722651	-0.000171	2157.754331	-0.064498	-0.160467	4.763968	7.478673	251942295.000000
-0.048544	-0.289245	2.572871	-0.061076	-0.070756	3.141521	0.721244	-0.000171	2157.754331	-0.064929	-0.160179	4.763888	7.478689	251942295.000000
-0.046434	-0.284042	2.575172	-0.058310	-0.070365	3.141593	0.721556	-0.000171	2157.754331	-0.067215	-0.160986	4.764336	7.478617	251942295.000000
-0.047138	-0.283219	2.577594	-0.060436	-0.072690	3.134696	0.721891	-0.000171	2157.754331	-0.067447	-0.160810	4.764624	7.478537	251942295.000000
-0.047282	-0.283059	2.576643	-0.051589	-0.071755	3.132665	0.721588	-0.000171	2157.754331	-0.067407	-0.160530	4.764336	7.478641	251942295.000000
-0.046354	-0.284010	2.578306	-0.058191	-0.071819	3.136358	0.721899	-0.000171	2157.754331	-0.068143	-0.161274	4.764272	7.478712	251942295.000000
-0.048504	-0.282955	2.575053	-0.057319	-0.071571	3.136150	0.721604	-0.000171	2157.754331	-0.068742	-0.159875	4.764392	7.478585	251942295.000000
-0.053380	-0.282795	2.576211	-0.054138	-0.072778	3.136062	0.720892	-0.000171	2157.754331	-0.066992	-0.159923	4.764336	7.478609	251942295.000000
-0.049711	-0.284210	2.577706	-0.054882	-0.074856	3.140482	0.722227	-0.000171	2157.754331	-0.067303	-0.160379	4.764592	7.478465	251942295.000000
-0.051070	-0.289117	2.576403	-0.056592	-0.072131	3.139475	0.721644	-0.000171	2157.754331	-0.066560	-0.160315	4.764024	7.478816	251942295.000000
-0.049288	-0.284138	2.577634	-0.058534	-0.070029	3.137565	0.721188	-0.000171	2157.754331	-0.067431	-0.159587	4.764008	7.478449	251942295.000000
-0.048744	-0.286544	2.575572	-0.053803	-0.067463	3.132857	0.721756	-0.000171	2157.754331	-0.068366	-0.162369	4.764512	7.478633	251942295.000000
-0.047130	-0.291339	2.575180	-0.056152	-0.068750	3.129916	0.720669	-0.000171	2157.754331	-0.066352	-0.161426	4.764784	7.478577	251942295.000000
-0.051078	-0.286104	2.575340	-0.058222	-0.065257	3.130204	0.721756	-0.000171	2157.754331	-0.065225	-0.160986	4.764480	7.478521	251942295.000000
-0.049951	-0.288446	2.577059	-0.059461	-0.068390	3.134983	0.721524	-0.000171	2157.754331	-0.065369	-0.161250	4.764136	7.478449	251942295.000000
-0.049815	-0.285281	2.579656	-0.058926	-0.072762	3.140131	0.721668	-0.000171	2157.754331	-0.064242	-0.161825	4.764224	7.478625	251942295.000000
-0.053036	-0.282196	2.583205	-0.061236	-0.078861	3.143799	0.721524	-0.000171	2157.754331	-0.064626	-0.160411	4.764104	7.478792	251942295.000000
-0.054467	-0.285489	2.580240	-0.055089	-0.077798	3.136918	0.721684	-0.000171	2157.754331	-0.063491	-0.160339	4.764520	7.478449	251942295.000000
-0.053931	-0.284793	2.579896	-0.056896	-0.073729	3.139076	0.721228	-0.000171	2155.597490	-0.063930	-0.160427	4.764176	7.479808	251942295.000000
-0.051238	-0.288294	2.576803	-0.057591	-0.071260	3.131786	0.721572	-0.000171	2155.597490	-0.064290	-0.161058	4.763992	7.481710	251942295.000000
-0.054107	-0.287815	2.575516	-0.055457	-0.074025	3.131507	0.720677	-0.000171	2155.597490	-0.065737	-0.161146	4.763825	7.482381	251942295.000000
-0.050023	-0.285065	2.577898	-0.055137	-0.071412	3.135927	0.721852	-0.000171	2155.597490	-0.064242	-0.159483	4.764144	7.482549	251942295.000000
-0.048153	-0.281285	2.580296	-0.058934	-0.072459	3.141609	0.721524	-0.000171	2155.597490	-0.067223	-0.160602	4.764632	7.482589	251942295.000000
-0.046354	-0.279734	2.581726	-0.060389	-0.078541	3.146341	0.722483	-0.000171	2155.597490	-0.066832	-0.160395	4.764472	7.482621	251942295.000000
-0.046850	-0.284665	2.578354	-0.056728	-0.075752	3.141362	0.721204	-0.000171	2155.597490	-0.067927	-0.160411	4.764736	7.482661	251942295.000000
-0.051853	-0.287063	2.574461	-0.056832	-0.068047	3.138476	0.721556	-0.000171	2155.597490	-0.066952	-0.160554	4.764704	7.482589	251942295.000000
-0.053332	-0.283299	2.575428	-0.053755	-0.069533	3.135415	0.720972	-0.000171	2155.597490	-0.067863	-0.160754	4.764440	7.482541	251942295.000000
-0.054675	-0.279103	2.580208	-0.054370	-0.074960	3.133289	0.720629	-0.000171	2155.597490	-0.068958	-0.160562	4.764328	7.482469	251942396.000000
-0.047034	-0.284074	2.575396	-0.056792	-0.076239	3.131874	0.720373	-0.000171	2155.597490	-0.067911	-0.160762	4.763968	7.482533	251942396.000000
-0.051853	-0.282499	2.576739	-0.059286	-0.073674	3.134520	0.721068	-0.000171	2155.597490	-0.067887	-0.160147	4.763872	7.482565	251942396.000000
-0.044412	-0.283267	2.576379	-0.058063	-0.075784	3.137917	0.720908	-0.000171	2155.597490	-0.068566	-0.160754	4.764088	7.482597	251942396.000000
-0.053476	-0.278695	2.577370	-0.055689	-0.072443	3.143967	0.721652	-0.000171	2155.597490	-0.066624	-0.160602	4.764536	7.482725	251942396.000000
-0.050255	-0.276073	2.578545	-0.061691	-0.073186	3.146253	0.721596	-0.000171	2155.597490	-0.065665	-0.159947	4.764032	7.482469	251942396.000000
-0.047066	-0.280421	2.578042	-0.057471	-0.074665	3.147396	0.721316	-0.000171	2155.597490	-0.064466	-0.160371	4.764120	7.482485	251942396.000000
-0.051230	-0.280293	2.577059	-0.057703	-0.073865	3.145438	0.721468	-0.000171	2155.597490	-0.066120	-0.161018	4.764088	7.482461	251942396.000000
-0.050654	-0.278919	2.582829	-0.062075	-0.075432	3.141354	0.721524	-0.000171	2155.597490	-0.065841	-0.160746	4.763641	7.482661	251942396.000000
-0.052405	-0.284250	2.576683	-0.054490	-0.072179	3.134943	0.721132	-0.000171	2155.597490	-0.064961	-0.160275	4.763465	7.482485	251942396.000000
-0.051678	-0.282467	2.577107	-0.056632	-0.069733	3.137085	0.721628	-0.000171	2155.597490	-0.064626	-0.160546	4.763896	7.482389	251942396.000000
-0.043349	-0.283690	2.575292	-0.062203	-0.070205	3.135919	0.721716	-0.000171	2155.597490	-0.063954	-0.161074	4.764072	7.482629	251942396.000000
-0.046738	-0.289397	2.575788	-0.061180	-0.068111	3.138468	0.721508	-0.000171	2155.597490	-0.064106	-0.160403	4.763872	7.482293	251942396.000000
-0.049192	-0.290013	2.576827	-0.057072	-0.068334	3.142560	0.721676	-0.000171	2155.597490	-0.064578	-0.160067	4.763976	7.482485	251942396.000000
-0.049144	-0.290013	2.574349	-0.063114	-0.065393	3.140690	0.721612	-0.000171	2155.597490	-0.064953	-0.160610	4.764024	7.482573	251942396.000000
-0.045651	-0.289125	2.577107	-0.062890	-0.065001	3.139755	0.722195	-0.000171	2155.597490	-0.066256	-0.159148	4.764160	7.482453	251942396.000000
-0.049671	-0.287503	2.576068	-0.059917	-0.068918	3.132618	0.721780	-0.000171	2155.597490	-0.066440	-0.160371	4.764456	7.482421	251942396.000000
-0.043077	-0.282308	2.577698	-0.064185	-0.074409	3.130076	0.721572	-0.000171	2155.597490	-0.066488	-0.159340	4.764560	7.482557	251942396.000000
-0.048680	-0.277288	2.579217	-0.057032	-0.081954	3.132729	0.721188	-0.000171	2155.597490	-0.068982	-0.160586	4.764560	7.482573	251942396.000000
-0.048385	-0.276097	2.579600	-0.058398	-0.075488	3.138037	0.721060	-0.000171	2155.597490	-0.068071	-0.159004	4.764520	7.482549	251942396.000000
-0.053044	-0.278343	2.579960	-0.059134	-0.076863	3.144135	0.722107	-0.000171	2155.597490	-0.067383	-0.160379	4.764368	7.482541	251942396.000000
-0.048912	-0.281844	2.578873	-0.060093	-0.074745	3.146173	0.722331	-0.000171	2155.597490	-0.068087	-0.160570	4.764576	7.482525	251942396.000000
-0.050543	-0.284090	2.575388	-0.056784	-0.070069	3.141497	0.720485	-0.000171	2155.597490	-0.066992	-0.160083	4.764264	7.482365	251942396.000000
-0.050287	-0.286016	2.573950	-0.064153	-0.073530	3.136390	0.721612	-0.000171	2155.597490	-0.067207	-0.161474	4.764392	7.482325	251942396.000000
-0.048648	-0.279342	2.578873	-0.061036	-0.071188	3.131618	0.721420	-0.000171	2155.597490	-0.066496	-0.160706	4.764248	7.482357	251942396.000000
-0.048856	-0.283722	2.577251	-0.053299	-0.075072	3.130811	0.721172	-0.000171	2155.597490	-0.065809	-0.159180	4.763992	7.482461	251942396.000000
-0.057049	-0.281293	2.582494	-0.057679	-0.080563	3.142824	0.722667	-0.000171	2155.597490	-0.065953	-0.160706	4.763809	7.482421	251942396.000000
-0.051837	-0.283307	2.580216	-0.059789	-0.077294	3.142433	0.721860	-0.000171	2155.597490	-0.066392	-0.160091	4.764072	7.482413	251942396.000000
-0.047745	-0.287519	2.577730	-0.054386	-0.071555	3.142273	0.721868	-0.000171	2155.597490	-0.065257	-0.159963	4.764192	7.482413	251942396.000000
-0.046514	-0.290724	2.575684	-0.055129	-0.072059	3.141170	0.722307	-0.000171	2155.597490	-0.063779	-0.160075	4.763769	7.482509	251942396.000000
-0.050543	-0.284873	2.578513	-0.059829	-0.068095	3.138476	0.721492	-0.000171	2142.656444	-0.063611	-0.160403	4.764040	7.483109	251942396.000000
-0.048880	-0.282699	2.577450	-0.062770	-0.074401	3.134480	0.721340	-0.000171	2142.656444	-0.066184	-0.161609	4.764280	7.497288	251942396.000000
-0.043157	-0.280397	2.577370	-0.058390	-0.075144	3.131171	0.722203	-0.000171	2142.656444	-0.063651	-0.160602	4.764280	7.504682	251942396.000000
-0.049472	-0.284610	2.572855	-0.059501	-0.070852	3.131435	0.721076	-0.000171	2142.656444	-0.064266	-0.160714	4.764008	7.506632	251942396.000000
-0.047218	-0.285297	2.573678	-0.060716	-0.077574	3.135759	0.721740	-0.000171	2142.656444	-0.065657	-0.160291	4.763880	7.506648	251942396.000000
-0.048960	-0.279254	2.579009	-0.061340	-0.079372	3.147932	0.722731	-0.000171	2142.656444	-0.066200	-0.160083	4.764368	7.506520	251942396.000000
-0.053907	-0.277016	2.578713	-0.059278	-0.075120	3.150114	0.722907	-0.000171	2142.656444	-0.065713	-0.160091	4.764264	7.506584	251942396.000000
-0.047729	-0.275266	2.574837	-0.065528	-0.073250	3.147820	0.722147	-0.000171	2142.656444	-0.067847	-0.160754	4.764464	7.506576	251942396.000000
-0.046354	-0.281005	2.577530	-0.063578	-0.075624	3.146381	0.722547	-0.000171	2142.656444	-0.067895	-0.160355	4.764664	7.506384	251942396.000000
-0.043965	-0.279782	2.576355	-0.061412	-0.073682	3.136094	0.721500	-0.000171	2142.656444	-0.068079	-0.159955	4.765007	7.506408	251942396.000000
-0.046642	-0.279942	2.575284	-0.058846	-0.079196	3.132266	0.720940	-0.000171	2142.656444	-0.068550	-0.161250	4.764400	7.506312	251942396.000000
-0.049096	-0.279063	2.575348	-0.058686	-0.074513	3.132578	0.720988	-0.000171	2142.656444	-0.068358	-0.159883	4.764144	7.506272	251942396.000000
-0.045971	-0.280301	2.574733	-0.060133	-0.075784	3.138204	0.721324	-0.000171	2142.656444	-0.068830	-0.160347	4.763920	7.506208	251942396.000000
-0.051678	-0.285393	2.574501	-0.054010	-0.070349	3.136190	0.722515	-0.000171	2142.656444	-0.068646	-0.160307	4.764104	7.506320	251942396.000000
-0.048472	-0.282603	2.577794	-0.060828	-0.073713	3.144399	0.722163	-0.000171	2142.656444	-0.067895	-0.160994	4.763920	7.506224	251942396.000000
-0.050838	-0.280549	2.579297	-0.066343	-0.071595	3.146477	0.722315	-0.000171	2142.656444	-0.066528	-0.160706	4.764000	7.506152	251942396.000000
-0.049016	-0.284338	2.578577	-0.063753	-0.072123	3.137038	0.721748	-0.000171	2142.656444	-0.067231	-0.161170	4.764120	7.506120	251942396.000000
-0.049440	-0.286512	2.575516	-0.062595	-0.072123	3.132554	0.721276	-0.000171	2142.656444	-0.065281	-0.159603	4.764232	7.506056	251942396.000000
-0.052093	-0.282475	2.575772	-0.058654	-0.072227	3.130156	0.721356	-0.000171	2142.656444	-0.065753	-0.161657	4.764352	7.506216	251942396.000000
-0.053548	-0.285585	2.577314	-0.054346	-0.070341	3.134983	0.722843	-0.000171	2142.656444	-0.065249	-0.160139	4.764680	7.506248	251942396.000000
-0.049575	-0.288062	2.578545	-0.059182	-0.071795	3.136286	0.722219	-0.000171	2142.656444	-0.065241	-0.160938	4.764376	7.506096	251942396.000000
-0.050439	-0.285465	2.576787	-0.055113	-0.072818	3.137245	0.721028	-0.000171	2142.656444	-0.065097	-0.160562	4.764656	7.506168	251942396.000000
-0.049623	-0.282172	2.575788	-0.058414	-0.072291	3.140898	0.721987	-0.000171	2142.656444	-0.065305	-0.160339	4.764256	7.506112	251942396.000000
-0.052733	-0.286104	2.577035	-0.059477	-0.073402	3.139411	0.721915	-0.000171	2142.656444	-0.065609	-0.160698	4.764216	7.506017	251942396.000000
-0.048401	-0.286288	2.572279	-0.062235	-0.066560	3.135319	0.721028	-0.000171	2142.656444	-0.067303	-0.161370	4.763896	7.505897	251942396.000000
-0.049248	-0.282460	2.573134	-0.057527	-0.073857	3.133569	0.721476	-0.000171	2142.656444	-0.065761	-0.160003	4.764056	7.506400	251942396.000000
-0.044684	-0.285065	2.571784	-0.059589	-0.068942	3.134176	0.720789	-0.000171	2142.656444	-0.066176	-0.160650	4.764336	7.506192	251942396.000000
-0.049807	-0.286056	2.575069	-0.060428	-0.069741	3.134736	0.721380	-0.000171	2142.656444	-0.067455	-0.161034	4.764240	7.506168	251942396.000000
-0.048784	-0.284961	2.575388	-0.056624	-0.075272	3.137949	0.722163	-0.000171	2142.656444	-0.067647	-0.159300	4.763960	7.506144	251942396.000000
-0.046690	-0.282939	2.573902	-0.059477	-0.073801	3.137957	0.720557	-0.000171	2142.656444	-0.067183	-0.161090	4.763745	7.506184	251942396.000000
-0.049000	-0.279862	2.575772	-0.061571	-0.068654	3.139092	0.721036	-0.000171	2142.656444	-0.068087	-0.161066	4.764272	7.506120	251942396.000000
-0.043861	-0.284498	2.573710	-0.056840	-0.073466	3.145494	0.720357	-0.000171	2142.656444	-0.068582	-0.160419	4.764408	7.506240	251942396.000000
-0.050551	-0.282220	2.574357	-0.056160	-0.071803	3.135695	0.721444	-0.000171	2142.656444	-0.068198	-0.159995	4.764664	7.506104	251942396.000000
-0.051238	-0.282116	2.575380	-0.059309	-0.075320	3.132745	0.721156	-0.000171	2142.656444	-0.068286	-0.161953	4.764456	7.506088	251942396.000000
-0.051062	-0.282515	2.576020	-0.058135	-0.081171	3.132961	0.722211	-0.000171	2142.656444	-0.066760	-0.160842	4.764320	7.506248	251942396.000000
-0.048840	-0.285241	2.574389	-0.057879	-0.075112	3.133649	0.720693	-0.000171	2142.656444	-0.066328	-0.162720	4.764336	7.506176	251942396.000000
-0.047074	-0.285649	2.574677	-0.057775	-0.069230	3.134184	0.720341	-0.000171	2142.656444	-0.066080	-0.160227	4.764352	7.506176	251942396.000000
-0.048504	-0.280293	2.576787	-0.057799	-0.072970	3.142521	0.721500	-0.000171	2142.656444	-0.066328	-0.161226	4.764384	7.506048	251942396.000000
-0.049559	-0.277952	2.577658	-0.057335	-0.076087	3.138868	0.721204	-0.000171	2142.656444	-0.065129	-0.160443	4.764232	7.506112	251942396.000000
-0.049488	-0.283331	2.575876	-0.057431	-0.076039	3.137741	0.723002	-0.000171	2142.656444	-0.064706	-0.160858	4.764128	7.506080	251942396.000000
-0.049232	-0.285896	2.578234	-0.059142	-0.075208	3.134472	0.721923	-0.000171	2142.656444	-0.064130	-0.160666	4.763713	7.506120	251942396.000000
-0.048872	-0.284130	2.577083	-0.060125	-0.072139	3.131339	0.722643	-0.000171	2142.656444	-0.064626	-0.161210	4.763952	7.505969	251942396.000000
